segment_id,km_start,km_end,aid_interval,lat_start,lon_start,lat_end,lon_end,elevation_start_m,elevation_end_m,ascent_m,descent_m,elevation_metric_basis,average_grade_pct,p95_abs_grade_pct,max_abs_grade_pct,official_route_difficulty,osm_way_ids,osm_way_names,highway,surface,tracktype,smoothness,sac_scale,trail_visibility,landcover,evidence_tag_depth,osm_match_distance_m,inferred_surface_flag,direct_visual_evidence_ids,context_visual_evidence_ids,written_source_ids,map_source_ids,confidence_level,surface_confidence,visual_confidence,equipment_confidence,evidence_class,surface_taxonomy,wet_risk,night_risk,downhill_braking_risk,shoe_implication,poles_implication,what_would_change_this_assessment
MS0617,71.430,71.486,ŽIROVNICA->ZAVRŠNICA,46.424100,14.208910,46.423980,14.209590,1264,1271,7.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,12.6,32.2,32.2,T4,997827892;997827891,,track,,grade2,bad,,,forest-to-alpine transition,2,0.0,no,,V007;V008,S001;S002;S014;S015,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,gravel road,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0618,71.486,71.567,ŽIROVNICA->ZAVRŠNICA,46.423980,14.209590,46.424440,14.210310,1271,1286,15.0,0.0,raw_gpx_edge_sum_not_official_reconciled,18.5,21.5,21.5,T4,1421313734,,track,,grade2,horrible,,,forest-to-alpine transition,2,0.1,no,,V007;V008,S001;S002;S014;S015,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,gravel road,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0619,71.567,71.667,ŽIROVNICA->ZAVRŠNICA,46.424440,14.210310,46.424835,14.211140,1286,1300,14.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,14.0,22.2,22.2,T4,1421313734,,track,,grade2,horrible,,,forest-to-alpine transition,2,0.1,no,,V007;V008,S001;S002;S014;S015,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,gravel road,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0620,71.667,71.785,ŽIROVNICA->ZAVRŠNICA,46.424835,14.211140,46.425270,14.212500,1300,1318,18.0,0.0,raw_gpx_edge_sum_not_official_reconciled,15.3,23.4,23.4,T4,1421313734,,track,,grade2,horrible,,,forest-to-alpine transition,2,0.7,no,,V007;V008,S001;S002;S014;S015,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,gravel road,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0621,71.785,71.899,ŽIROVNICA->ZAVRŠNICA,46.425270,14.212500,46.426020,14.213290,1318,1339,21.0,0.0,raw_gpx_edge_sum_not_official_reconciled,18.4,27.2,27.2,T4,1421313734,,track,,grade2,horrible,,,forest-to-alpine transition,2,0.4,no,,V007;V008,S001;S002;S014;S015,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,gravel road,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0622,71.899,72.001,ŽIROVNICA->ZAVRŠNICA,46.426020,14.213290,46.426500,14.214200,1339,1355,16.0,0.0,raw_gpx_edge_sum_not_official_reconciled,15.6,24.4,24.4,T4,839955620,,track,,grade3,bad,,,forest-to-alpine transition,2,0.3,no,,V007;V008,S001;S002;S014;S015,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,forest road / cart track,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0623,72.001,72.158,ŽIROVNICA->ZAVRŠNICA,46.426500,14.214200,46.427510,14.215540,1355,1367,12.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,7.7,20.9,20.9,T4,839955620,,track,,grade3,bad,,,alpine/open,2,0.1,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,forest road / cart track,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0624,72.158,72.240,ŽIROVNICA->ZAVRŠNICA,46.427510,14.215540,46.427980,14.216350,1367,1382,15.0,0.0,raw_gpx_edge_sum_not_official_reconciled,18.1,19.2,19.2,T4,839955620,,track,,grade3,bad,,,alpine/open,2,0.1,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,forest road / cart track,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0625,72.240,72.378,ŽIROVNICA->ZAVRŠNICA,46.427980,14.216350,46.429020,14.217110,1382,1409,27.0,0.0,raw_gpx_edge_sum_not_official_reconciled,19.6,28.3,28.3,T4,839955620,,track,,grade3,bad,,,alpine/open,2,0.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,forest road / cart track,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0626,72.378,72.490,ŽIROVNICA->ZAVRŠNICA,46.429020,14.217110,46.429938,14.217527,1409,1423,14.0,0.0,raw_gpx_edge_sum_not_official_reconciled,12.6,15.5,15.5,T4,839955620,,track,,grade3,bad,,,alpine/open,2,0.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,forest road / cart track,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0627,72.490,72.541,ZAVRŠNICA->KOČA NA STOLU,46.429938,14.217527,46.430240,14.217860,1423,1432,9.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,17.7,28.0,28.0,T4,839955620,,track,,grade3,bad,,,alpine/open,2,0.3,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,forest road / cart track,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0628,72.541,72.602,ZAVRŠNICA->KOČA NA STOLU,46.430240,14.217860,46.430100,14.218210,1432,1432,0.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,0.0,0.0,0.0,T4,386901344;501064274,,track,,grade5,,mountain_hiking,,alpine/open,2,0.3,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,coarse rocky wash / eroded track,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0629,72.602,72.709,ZAVRŠNICA->KOČA NA STOLU,46.430100,14.218210,46.430740,14.217380,1432,1452,20.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,18.8,35.2,35.2,T4,839955621;386901344,,track,,grade3,bad,mountain_hiking,,alpine/open,3,0.3,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,forest road / cart track,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0630,72.709,72.761,ZAVRŠNICA->KOČA NA STOLU,46.430740,14.217380,46.430870,14.216760,1452,1458,6.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,11.4,20.6,20.6,T4,839955621;26213667,,track,,grade3,bad,,,alpine/open,2,0.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,forest road / cart track,medium,medium,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0631,72.761,72.931,ZAVRŠNICA->KOČA NA STOLU,46.430870,14.216760,46.431050,14.214600,1458,1518,60.0,0.0,raw_gpx_edge_sum_not_official_reconciled,35.5,44.8,44.8,T4,386901345,,path,,,,mountain_hiking,excellent,alpine/open,2,2.6,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0632,72.931,73.066,ZAVRŠNICA->KOČA NA STOLU,46.431050,14.214600,46.431390,14.213020,1518,1562,44.0,0.0,raw_gpx_edge_sum_not_official_reconciled,32.5,45.0,48.9,T4,386901345,,path,,,,mountain_hiking,excellent,alpine/open,2,0.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0633,73.066,73.113,ZAVRŠNICA->KOČA NA STOLU,46.431390,14.213020,46.431640,14.212540,1562,1565,3.0,0.0,raw_gpx_edge_sum_not_official_reconciled,6.4,7.3,7.3,T4,386901345,,path,,,,mountain_hiking,excellent,alpine/open,2,0.1,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0634,73.113,73.252,ZAVRŠNICA->KOČA NA STOLU,46.431640,14.212540,46.432290,14.211180,1565,1609,44.0,0.0,raw_gpx_edge_sum_not_official_reconciled,31.6,40.9,40.9,T4,386901345,,path,,,,mountain_hiking,excellent,alpine/open,2,1.9,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0635,73.252,73.292,ZAVRŠNICA->KOČA NA STOLU,46.432290,14.211180,46.432280,14.210750,1609,1616,7.0,0.0,raw_gpx_edge_sum_not_official_reconciled,17.7,20.4,20.4,T4,386901345,,path,,,,mountain_hiking,excellent,alpine/open,2,12.6,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0636,73.292,73.413,ZAVRŠNICA->KOČA NA STOLU,46.432280,14.210750,46.432400,14.209250,1616,1650,34.0,0.0,raw_gpx_edge_sum_not_official_reconciled,28.2,42.1,42.1,T4,386901345,,path,,,,mountain_hiking,excellent,alpine/open,2,1.6,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0637,73.413,73.517,ZAVRŠNICA->KOČA NA STOLU,46.432400,14.209250,46.432700,14.208010,1650,1680,30.0,0.0,raw_gpx_edge_sum_not_official_reconciled,28.7,45.0,45.0,T4,386901345,,path,,,,mountain_hiking,excellent,alpine/open,2,1.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0638,73.517,73.561,ZAVRŠNICA->KOČA NA STOLU,46.432700,14.208010,46.432520,14.207540,1680,1691,11.0,0.0,raw_gpx_edge_sum_not_official_reconciled,25.2,36.4,36.4,T4,386901345,,path,,,,mountain_hiking,excellent,alpine/open,2,0.7,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0639,73.561,73.607,ZAVRŠNICA->KOČA NA STOLU,46.432520,14.207540,46.432490,14.207320,1691,1692,1.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,2.2,11.1,11.1,T4,386901345;452611547;452611548,,path,,,,mountain_hiking,excellent,alpine/open,2,0.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0640,73.607,73.726,ZAVRŠNICA->KOČA NA STOLU,46.432490,14.207320,46.431840,14.206180,1692,1690,0.0,2.0,raw_gpx_edge_sum_not_official_reconciled,-1.7,4.7,4.7,T4,452611549,,path,,,,,,alpine/open,0,1.9,yes,,V007;V008;V009,S001;S002;S014;S015;S016,S003,low-medium,low-medium,context-only,low-medium,Map/OSM highway-class inference; local adjacent-route context,inferred alpine/open trail,unknown,medium,unknown,Treat as unresolved; use conservative trail shoe choice.,Treat as unresolved; carry if already in race plan.,"Surface-specific OSM tags, verified street/trail imagery, or local guide text for this exact path."
MS0641,73.726,73.767,ZAVRŠNICA->KOČA NA STOLU,46.431840,14.206180,46.431720,14.205820,1690,1685,0.0,5.0,raw_gpx_edge_sum_not_official_reconciled,-12.2,21.8,21.8,T4,452611549,,path,,,,,,alpine/open,0,1.4,yes,,V007;V008;V009,S001;S002;S014;S015;S016,S003,low-medium,low-medium,context-only,low-medium,Map/OSM highway-class inference; local adjacent-route context,inferred alpine/open trail,unknown,medium,unknown,Treat as unresolved; use conservative trail shoe choice.,Treat as unresolved; carry if already in race plan.,"Surface-specific OSM tags, verified street/trail imagery, or local guide text for this exact path."
MS0642,73.767,73.816,ZAVRŠNICA->KOČA NA STOLU,46.431720,14.205820,46.431810,14.205360,1685,1666,0.0,19.0,raw_gpx_edge_sum_not_official_reconciled,-39.3,45.0,78.2,T4,452611549,,path,,,,,,alpine/open,0,2.0,yes,,V007;V008;V009,S001;S002;S014;S015;S016,S003,low-medium,low-medium,context-only,low-medium,Map/OSM highway-class inference; local adjacent-route context,high alpine ridge trail,high,medium,high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,"Surface-specific OSM tags, verified street/trail imagery, or local guide text for this exact path."
MS0643,73.816,73.911,ZAVRŠNICA->KOČA NA STOLU,46.431810,14.205360,46.432370,14.204620,1666,1629,0.0,37.0,raw_gpx_edge_sum_not_official_reconciled,-38.8,45.0,77.0,T4,452611549,,path,,,,,,alpine/open,0,0.9,yes,,V007;V008;V009,S001;S002;S014;S015;S016,S003,low-medium,low-medium,context-only,low-medium,Map/OSM highway-class inference; local adjacent-route context,high alpine ridge trail,high,medium,high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,"Surface-specific OSM tags, verified street/trail imagery, or local guide text for this exact path."
MS0644,73.911,73.988,ZAVRŠNICA->KOČA NA STOLU,46.432370,14.204620,46.432720,14.204210,1629,1613,0.0,16.0,raw_gpx_edge_sum_not_official_reconciled,-20.8,41.0,41.0,T4,1349933421;452611549;386901348,,path,ground,,,mountain_hiking,excellent,alpine/open,3,0.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0645,73.988,74.053,ZAVRŠNICA->KOČA NA STOLU,46.432720,14.204210,46.433030,14.203550,1613,1613,0.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,0.0,0.0,0.0,T4,1349933421,,path,,,,mountain_hiking,excellent,alpine/open,2,0.9,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0646,74.053,74.096,ZAVRŠNICA->KOČA NA STOLU,46.433030,14.203550,46.433260,14.203230,1613,1617,4.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,9.3,21.7,21.7,T4,1349933421,,path,,,,mountain_hiking,excellent,alpine/open,2,0.9,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0647,74.096,74.152,ZAVRŠNICA->KOČA NA STOLU,46.433260,14.203230,46.433220,14.202540,1617,1595,0.0,22.0,raw_gpx_edge_sum_not_official_reconciled,-39.2,45.0,48.2,T4,1349933421,,path,,,,mountain_hiking,excellent,alpine/open,2,1.5,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0648,74.152,74.197,ZAVRŠNICA->KOČA NA STOLU,46.433220,14.202540,46.433430,14.202090,1595,1596,1.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,2.2,10.3,10.3,T4,1349933421,,path,,,,mountain_hiking,excellent,alpine/open,2,0.7,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0649,74.197,74.246,ZAVRŠNICA->KOČA NA STOLU,46.433430,14.202090,46.433510,14.201570,1596,1595,3.0,4.0,raw_gpx_edge_sum_not_official_reconciled,-2.1,45.0,48.7,T4,1349933421,,path,,,,mountain_hiking,excellent,alpine/open,2,1.1,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0650,74.246,74.340,ZAVRŠNICA->KOČA NA STOLU,46.433510,14.201570,46.433870,14.200590,1595,1594,1.0,2.0,raw_gpx_edge_sum_not_official_reconciled,-1.1,9.8,9.8,T4,1349933421,,path,,,,mountain_hiking,excellent,alpine/open,2,0.8,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0651,74.340,74.434,ZAVRŠNICA->KOČA NA STOLU,46.433870,14.200590,46.434320,14.199670,1594,1604,10.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,10.6,23.1,23.1,T4,1349933421,,path,,,,mountain_hiking,excellent,alpine/open,2,0.5,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0652,74.434,74.491,ZAVRŠNICA->KOČA NA STOLU,46.434320,14.199670,46.434400,14.199010,1604,1606,2.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,3.5,12.9,12.9,T4,292398327;1349933421,,path,,,,mountain_hiking,excellent,alpine/open,2,0.3,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0653,74.491,74.533,ZAVRŠNICA->KOČA NA STOLU,46.434400,14.199010,46.434350,14.198530,1606,1613,7.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,16.5,38.6,38.6,T4,292398327,,path,,,,mountain_hiking,excellent,alpine/open,2,0.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0654,74.533,74.581,ZAVRŠNICA->KOČA NA STOLU,46.434350,14.198530,46.434310,14.197950,1613,1617,4.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,8.4,15.8,15.8,T4,292398327,,path,,,,mountain_hiking,excellent,alpine/open,2,0.0,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0655,74.581,74.619,ZAVRŠNICA->KOČA NA STOLU,46.434310,14.197950,46.434410,14.197540,1617,1623,6.0,0.0,raw_gpx_edge_sum_not_official_reconciled,15.9,21.8,21.8,T4,292398327,,path,,,,mountain_hiking,excellent,alpine/open,2,0.3,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0656,74.619,74.716,ZAVRŠNICA->KOČA NA STOLU,46.434410,14.197540,46.435140,14.196920,1623,1638,15.0,0.0,raw_gpx_edge_sum_not_official_reconciled,15.3,19.5,19.5,T4,292398327,,path,,,,mountain_hiking,excellent,alpine/open,2,0.4,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0657,74.716,74.816,ZAVRŠNICA->KOČA NA STOLU,46.435140,14.196920,46.435490,14.195830,1638,1659,21.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,21.1,29.5,29.5,T4,292398327,,path,,,,mountain_hiking,excellent,alpine/open,2,0.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,high alpine ridge trail,high,medium,medium-high,"Prioritize grip, edging stability, toe protection, and lockdown over pure road speed.",Strongly useful if you use poles well; technical handling required on ridge/rock.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0658,74.816,74.900,ZAVRŠNICA->KOČA NA STOLU,46.435490,14.195830,46.436020,14.195100,1659,1660,1.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,1.2,12.8,12.8,T4,292398327,,path,,,,mountain_hiking,excellent,alpine/open,2,0.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0659,74.900,75.070,ZAVRŠNICA->KOČA NA STOLU,46.436020,14.195100,46.437190,14.194070,1660,1664,6.0,2.0,raw_gpx_edge_sum_not_official_reconciled,2.4,10.1,13.7,T4,292398327,,path,,,,mountain_hiking,excellent,alpine/open,2,0.2,no,,V007;V008;V009,S001;S002;S014;S015;S016,S003,medium-high,medium-high,context-only,medium,Map/OSM source-tag evidence; local adjacent-route context,grassy alpine trail,high,medium,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
